Date,Class,Transaction Category,Debit,Credit
07/01/2026,2024,3rd Party - DoorDash,555.1,
07/01/2026,2024,3rd Party - UberEats,68.86,
07/01/2026,2024,Cash Over/Short Adjustment,0.97,
07/01/2026,2047,Subject to Tax,,154.84
07/01/2026,2047,Non-Taxable Sales,,3990.34
07/01/2026,2047,3rd Party Tax Exempt,,14.16
07/01/2026,2047,Register Audit,302,
07/01/2026,2047,Sales Tax,,10.68
07/01/2026,2047,In-Store Credit Card,2480.68,
07/01/2026,2047,Payout,20.69,
07/01/2026,2047,Online Credit card,899.19,
07/01/2026,2047,Online Gift Card,33.8,
07/01/2026,2047,Online Credit Card Tips,,12.6
07/01/2026,2047,In-Store Credit Card Tips,,131.8
07/01/2026,2047,Gift Card,10.7,
07/01/2026,2047,3rd Party - DoorDash,340.59,
07/01/2026,2047,3rd Party - GrubHub,73.16,
07/01/2026,2047,3rd Party - UberEats,117.24,
07/01/2026,2047,Cash Over/Short Adjustment,,0.43
07/01/2026,4003,Subject to Tax,,5015.85
07/01/2026,4003,Register Audit,379.97,
07/01/2026,4003,Sales Tax,,489.05
07/01/2026,4003,In-Store Credit Card,2914.59,
07/01/2026,4003,Payout,73.53,
07/01/2026,4003,Online Credit card,1258.63,
07/01/2026,4003,Online Credit Card Tips,,61.05
07/01/2026,4003,In-Store Credit Card Tips,,186.11
07/01/2026,4003,Gift Card,29.06,
07/01/2026,4003,3rd Party - DoorDash,470.64,
07/01/2026,4003,3rd Party - UberEats,626.4,
07/01/2026,4003,Cash Over/Short Adjustment,,0.76
07/01/2026,4004,Subject to Tax,,3631.46
07/01/2026,4004,Sales Tax,,354.12
07/01/2026,4004,In-Store Credit Card,2204.52,
07/01/2026,4004,Payout,32.9,
07/01/2026,4004,Online Credit card,746.24,
07/01/2026,4004,Online Credit Card Tips,,16.13
07/01/2026,4004,In-Store Credit Card Tips,,132.64
07/01/2026,4004,Gift Card,9.13,
07/01/2026,4004,3rd Party - DoorDash,572.97,
07/01/2026,4004,3rd Party - GrubHub,14.09,
07/01/2026,4004,3rd Party - UberEats,387.09,
07/01/2026,4004,Cash Over/Short Adjustment,0.61,
07/01/2026,4004,Register Audit Adjustment,151,
07/01/2026,4005,Subject to Tax,,5356.29
07/01/2026,4005,Register Audit,419,
07/01/2026,4005,Sales Tax,,522.28
07/01/2026,4005,In-Store Credit Card,3505.43,
07/01/2026,4005,Online Credit card,994.69,
07/01/2026,4005,Online Gift Card,12.71,
07/01/2026,4005,In-Store Credit Card Tips,,220.11
07/01/2026,4005,Gift Card,10,
07/01/2026,4005,3rd Party - DoorDash,553.43,
07/01/2026,4005,3rd Party - UberEats,603.3,
07/01/2026,4005,Cash Over/Short Adjustment,0.12,
07/01/2026,4008,Subject to Tax,,3472.78
07/01/2026,4008,Register Audit,387,
07/01/2026,4008,Sales Tax,,338.5
07/01/2026,4008,In-Store Credit Card,1948.25,
07/01/2026,4008,Payout,5.9,
07/01/2026,4008,Online Credit card,1089.77,
07/01/2026,4008,Online Credit Card Tips,,30.12
07/01/2026,4008,In-Store Credit Card Tips,,141.49
07/01/2026,4008,Gift Card,22.34,
07/01/2026,4008,3rd Party - DoorDash,364.98,
07/01/2026,4008,3rd Party - UberEats,165.55,
07/01/2026,4008,Cash Over/Short Adjustment,,0.9
07/01/2026,4009,Subject to Tax,,3306.48
07/01/2026,4009,Register Audit,334,
07/01/2026,4009,Sales Tax,,322.33
07/01/2026,4009,In-Store Credit Card,1706.26,
07/01/2026,4009,Payout,49.19,
07/01/2026,4009,Online Credit card,631.72,
07/01/2026,4009,Online Credit Card Tips,,10
07/01/2026,4009,In-Store Credit Card Tips,,115.54
07/01/2026,4009,3rd Party - DoorDash,782.21,
07/01/2026,4009,3rd Party - UberEats,250.85,
07/01/2026,4009,Cash Over/Short Adjustment,0.12,
07/01/2026,4010,Subject to Tax,,3371.29
07/01/2026,4010,Register Audit,279,
07/01/2026,4010,Sales Tax,,328.74
07/01/2026,4010,In-Store Credit Card,1922.97,
07/01/2026,4010,Online Credit card,819.68,
07/01/2026,4010,In-Store Credit Card Tips,,167.51
07/01/2026,4010,Gift Card,16.02,
07/01/2026,4010,3rd Party - DoorDash,345.77,
07/01/2026,4010,3rd Party - UberEats,483.12,
07/01/2026,4010,Cash Over/Short Adjustment,0.98,
07/01/2026,4015,Subject to Tax,,4891.23
07/01/2026,4015,Register Audit,462,
07/01/2026,4015,Sales Tax,,476.86
07/01/2026,4015,In-Store Credit Card,2758.8,
07/01/2026,4015,Payout,4.6,
07/01/2026,4015,Online Credit card,1047.46,
07/01/2026,4015,Online Gift Card,51.87,
07/01/2026,4015,Online Credit Card Tips,,24.61
07/01/2026,4015,In-Store Credit Card Tips,,141.81
07/01/2026,4015,Online Gift Card Tips,,5.39
07/01/2026,4015,Gift Card,10,
07/01/2026,4015,3rd Party - DoorDash,767.92,
07/01/2026,4015,3rd Party - UberEats,436.8,
07/01/2026,4015,Cash Over/Short Adjustment,0.45,
07/01/2026,4021,Subject to Tax,,4637.13
07/01/2026,4021,Tax Exempt,,1017.2
07/01/2026,4021,Register Audit,305,
07/01/2026,4021,Sales Tax,,452.14
07/01/2026,4021,In-Store Credit Card,3660.16,
07/01/2026,4021,Online Credit card,945.84,
07/01/2026,4021,Online Gift Card,26.48,
07/01/2026,4021,Online Credit Card Tips,,24.69
07/01/2026,4021,In-Store Credit Card Tips,,175.9
07/01/2026,4021,Online Gift Card Tips,,2
07/01/2026,4021,Gift Card,23.21,
07/01/2026,4021,3rd Party - DoorDash,710.57,
07/01/2026,4021,3rd Party - GrubHub,31.06,
07/01/2026,4021,3rd Party - UberEats,603.63,
07/01/2026,4021,Cash Over/Short Adjustment,0.11,
07/01/2026,4021,Register Audit Adjustment,3,
07/01/2026,4025,Subject to Tax,,3094.86
07/01/2026,4025,Register Audit,351,
07/01/2026,4025,Sales Tax,,301.78
07/01/2026,4025,In-Store Credit Card,1550.7,
07/01/2026,4025,Online Credit card,888.03,
07/01/2026,4025,Online Credit Card Tips,,17
07/01/2026,4025,In-Store Credit Card Tips,,93.2
07/01/2026,4025,Gift Card,30.24,
07/01/2026,4025,3rd Party - DoorDash,391.79,
07/01/2026,4025,3rd Party - UberEats,295.28,
07/01/2026,4025,Cash Over/Short Adjustment,,0.2
07/01/2026,4027,Subject to Tax,,5215.77
07/01/2026,4027,Register Audit,357,
07/01/2026,4027,Sales Tax,,508.53
07/01/2026,4027,In-Store Credit Card,2406.97,
07/01/2026,4027,Online Credit card,1240.51,
07/01/2026,4027,In-Store Credit Card Tips,,104.84
07/01/2026,4027,Gift Card,37.59,
07/01/2026,4027,3rd Party - DoorDash,977.81,
07/01/2026,4027,3rd Party - GrubHub,64.93,
07/01/2026,4027,3rd Party - UberEats,744.23,
07/01/2026,4027,Cash Over/Short Adjustment,0.1,
07/01/2026,4034,Subject to Tax,,4383.8
07/01/2026,4034,Register Audit,315,
07/01/2026,4034,Sales Tax,,427.41
07/01/2026,4034,In-Store Credit Card,2380.97,
07/01/2026,4034,Online Credit card,1439.59,
07/01/2026,4034,Online Credit Card Tips,,17
07/01/2026,4034,In-Store Credit Card Tips,,128.87
07/01/2026,4034,Gift Card,49.79,
07/01/2026,4034,3rd Party - DoorDash,772.25,
07/01/2026,4034,Cash Over/Short Adjustment,,0.52
07/01/2026,4036,Subject to Tax,,6121.83
07/01/2026,4036,Register Audit,386,
07/01/2026,4036,Sales Tax,,596.68
07/01/2026,4036,In-Store Credit Card,2949.21,
07/01/2026,4036,Online Credit card,2435.9,
07/01/2026,4036,Online Credit Card Tips,,41.18
07/01/2026,4036,In-Store Credit Card Tips,,184.71
07/01/2026,4036,3rd Party - DoorDash,662.1,
07/01/2026,4036,3rd Party - GrubHub,39.91,
07/01/2026,4036,3rd Party - UberEats,471.48,
07/01/2026,4036,Cash Over/Short Adjustment,,0.2
07/01/2026,4042,Subject to Tax,,6372.16
07/01/2026,4042,Tax Exempt,,88.9
07/01/2026,4042,Sales Tax,,620.99
07/01/2026,4042,In-Store Credit Card,3003.31,
07/01/2026,4042,Payout,90,
07/01/2026,4042,Online Credit card,2231.74,
07/01/2026,4042,Online Gift Card,76.47,
07/01/2026,4042,Online Credit Card Tips,,77
07/01/2026,4042,In-Store Credit Card Tips,,168.77
07/01/2026,4042,Online Gift Card Tips,,5
07/01/2026,4042,Gift Card,90.48,
07/01/2026,4042,3rd Party - DoorDash,1380.68,
07/01/2026,4042,3rd Party - GrubHub,51.1,
07/01/2026,4042,3rd Party - UberEats,258.13,
07/01/2026,4042,Cash Over/Short Adjustment,0.91,
07/01/2026,4042,Register Audit Adjustment,150,
07/01/2026,4052,Subject to Tax,,5952.29
07/01/2026,4052,Register Audit,1036,
07/01/2026,4052,Sales Tax,,580.29
07/01/2026,4052,In-Store Credit Card,3085.24,
07/01/2026,4052,Payout,5.7,
07/01/2026,4052,Online Credit card,1767.61,
07/01/2026,4052,Online Credit Card Tips,,82
07/01/2026,4052,In-Store Credit Card Tips,,170.48
07/01/2026,4052,Gift Card,35.77,
07/01/2026,4052,Gift Card Sold,,50
07/01/2026,4052,3rd Party - DoorDash,790.82,
07/01/2026,4052,3rd Party - UberEats,113.89,
07/01/2026,4052,Cash Over/Short Adjustment,0.03,
07/01/2026,4061,Subject to Tax,,3785.02
07/01/2026,4061,Register Audit,327,
07/01/2026,4061,Sales Tax,,368.98
07/01/2026,4061,In-Store Credit Card,2219.25,
07/01/2026,4061,Payout,55.31,
07/01/2026,4061,Online Credit card,1149.28,
07/01/2026,4061,Online Gift Card,24.69,
07/01/2026,4061,Online Credit Card Tips,,35.54
07/01/2026,4061,In-Store Credit Card Tips,,132.46
07/01/2026,4061,Gift Card,42.24,
07/01/2026,4061,3rd Party - DoorDash,504.82,
07/01/2026,4061,Cash Over/Short Adjustment,,0.59
07/01/2026,4074,Subject to Tax,,3159.75
07/01/2026,4074,Tax Exempt,,635.2
07/01/2026,4074,Register Audit,152,
07/01/2026,4074,Sales Tax,,307.99
07/01/2026,4074,In-Store Credit Card,2784.13,
07/01/2026,4074,Online Credit card,878.74,
07/01/2026,4074,Online Gift Card,23.21,
07/01/2026,4074,Online Credit Card Tips,,28
07/01/2026,4074,In-Store Credit Card Tips,,125.17
07/01/2026,4074,Gift Card,71.44,
07/01/2026,4074,3rd Party - DoorDash,195.92,
07/01/2026,4074,3rd Party - GrubHub,57.91,
07/01/2026,4074,3rd Party - UberEats,93.57,
07/01/2026,4074,Cash Over/Short Adjustment,,0.81
07/01/2026,5042,Subject to Tax,,4882.15
07/01/2026,5042,Non-Taxable Sales,,5
07/01/2026,5042,3rd Party Tax Exempt,,666.95
07/01/2026,5042,Register Audit,304,
07/01/2026,5042,Sales Tax,,338.54
07/01/2026,5042,In-Store Credit Card,4014.66,
07/01/2026,5042,Payout,11.83,
07/01/2026,5042,Online Credit card,1395.78,
07/01/2026,5042,Online Credit Card Tips,,78.51
07/01/2026,5042,In-Store Credit Card Tips,,435.81
07/01/2026,5042,Gift Card,14.55,
07/01/2026,5042,3rd Party - DoorDash,342.18,
07/01/2026,5042,3rd Party - UberEats,324.77,
07/01/2026,5042,Cash Over/Short Adjustment,,0.81
07/01/2026,5043,Subject to Tax,,5284.47
07/01/2026,5043,Non-Taxable Sales,,29.5
07/01/2026,5043,3rd Party Tax Exempt,,1229.51
07/01/2026,5043,Register Audit,798,
07/01/2026,5043,Sales Tax,,364.44
07/01/2026,5043,In-Store Credit Card,3421.55,
07/01/2026,5043,Online Credit card,1708.24,
07/01/2026,5043,Online Credit Card Tips,,82
07/01/2026,5043,In-Store Credit Card Tips,,187.5
07/01/2026,5043,Gift Card,20,
07/01/2026,5043,3rd Party - DoorDash,740.51,
07/01/2026,5043,3rd Party - GrubHub,37.91,
07/01/2026,5043,3rd Party - UberEats,451.09,
07/01/2026,5043,Cash Over/Short Adjustment,0.12,
07/01/2026,5049,Subject to Tax,,2985.35
07/01/2026,5049,Non-Taxable Sales,,20
07/01/2026,5049,3rd Party Tax Exempt,,546.06
07/01/2026,5049,Register Audit,376,
07/01/2026,5049,Sales Tax,,244.01
07/01/2026,5049,In-Store Credit Card,1964.29,
07/01/2026,5049,Online Credit card,990.69,
07/01/2026,5049,Online Credit Card Tips,,22
07/01/2026,5049,In-Store Credit Card Tips,,81.33
07/01/2026,5049,Gift Card,22.41,
07/01/2026,5049,3rd Party - DoorDash,426.63,
07/01/2026,5049,3rd Party - UberEats,119.43,
07/01/2026,5049,Cash Over/Short Adjustment,,0.7
07/01/2026,5051,Subject to Tax,,3880.45
07/01/2026,5051,Non-Taxable Sales,,26.5
07/01/2026,5051,3rd Party Tax Exempt,,898.34
07/01/2026,5051,Register Audit,167,
07/01/2026,5051,Sales Tax,,268.48
07/01/2026,5051,In-Store Credit Card,2974.28,
07/01/2026,5051,Online Credit card,1200.83,
07/01/2026,5051,Online Gift Card,10,
07/01/2026,5051,Online Credit Card Tips,,25.05
07/01/2026,5051,In-Store Credit Card Tips,,173.23
07/01/2026,5051,Gift Card,22.2,
07/01/2026,5051,3rd Party - DoorDash,511.06,
07/01/2026,5051,3rd Party - UberEats,387.28,
07/01/2026,5051,Cash Over/Short Adjustment,,0.6
07/01/2026,5057,Subject to Tax,,3997.55
07/01/2026,5057,Non-Taxable Sales,,5
07/01/2026,5057,3rd Party Tax Exempt,,485
07/01/2026,5057,Register Audit,377,
07/01/2026,5057,Sales Tax,,315.75
07/01/2026,5057,In-Store Credit Card,2687.5,
07/01/2026,5057,Payout,44.43,
07/01/2026,5057,Online Credit card,1353.13,
07/01/2026,5057,Online Credit Card Tips,,30
07/01/2026,5057,In-Store Credit Card Tips,,152.99
07/01/2026,5057,Gift Card,40,
07/01/2026,5057,3rd Party - DoorDash,246.98,
07/01/2026,5057,3rd Party - UberEats,238.02,
07/01/2026,5057,Cash Over/Short Adjustment,,0.77
07/01/2026,5059,Subject to Tax,,3096.8
07/01/2026,5059,Non-Taxable Sales,,20
07/01/2026,5059,3rd Party Tax Exempt,,475.72
07/01/2026,5059,Sales Tax,,214.18
07/01/2026,5059,In-Store Credit Card,2382.43,
07/01/2026,5059,Payout,23.43,
07/01/2026,5059,Online Credit card,819.35,
07/01/2026,5059,Online Credit Card Tips,,9
07/01/2026,5059,In-Store Credit Card Tips,,143.84
07/01/2026,5059,3rd Party - DoorDash,289.7,
07/01/2026,5059,3rd Party - UberEats,186.02,
07/01/2026,5059,Cash Over/Short Adjustment,0.61,
07/01/2026,5059,Register Audit Adjustment,258,
07/01/2026,5062,Subject to Tax,,2653.7
07/01/2026,5062,Non-Taxable Sales,,20
07/01/2026,5062,3rd Party Tax Exempt,,771.57
07/01/2026,5062,Sales Tax,,183.55
07/01/2026,5062,In-Store Credit Card,2147.81,
07/01/2026,5062,Online Credit card,598.39,
07/01/2026,5062,Online Credit Card Tips,,23.1
07/01/2026,5062,In-Store Credit Card Tips,,156.08
07/01/2026,5062,Gift Card,14.55,
07/01/2026,5062,3rd Party - DoorDash,381.88,
07/01/2026,5062,3rd Party - UberEats,389.69,
07/01/2026,5062,Cash Over/Short Adjustment,0.68,
07/01/2026,5062,Register Audit Adjustment,275,
07/01/2026,5101,Subject to Tax,,3859
07/01/2026,5101,Non-Taxable Sales,,18.5
07/01/2026,5101,3rd Party Tax Exempt,,643.84
07/01/2026,5101,Register Audit,260,
07/01/2026,5101,Sales Tax,,265.64
07/01/2026,5101,In-Store Credit Card,2634.91,
07/01/2026,5101,Online Credit card,1424.85,
07/01/2026,5101,Online Credit Card Tips,,39
07/01/2026,5101,In-Store Credit Card Tips,,136.88
07/01/2026,5101,3rd Party - DoorDash,454.17,
07/01/2026,5101,3rd Party - GrubHub,20.27,
07/01/2026,5101,3rd Party - UberEats,169.4,
07/01/2026,5101,Cash Over/Short Adjustment,,0.74
07/01/2026,5127,Subject to Tax,,4366.35
07/01/2026,5127,Non-Taxable Sales,,12.5
07/01/2026,5127,3rd Party Tax Exempt,,317.3
07/01/2026,5127,Register Audit,495,
07/01/2026,5127,Sales Tax,,340.36
07/01/2026,5127,In-Store Credit Card,2572.86,
07/01/2026,5127,Online Credit card,1868.19,
07/01/2026,5127,Online Credit Card Tips,,55
07/01/2026,5127,In-Store Credit Card Tips,,184.67
07/01/2026,5127,Gift Card,23.11,
07/01/2026,5127,3rd Party - DoorDash,240.14,
07/01/2026,5127,3rd Party - UberEats,77.16,
07/01/2026,5127,Cash Over/Short Adjustment,,0.28
07/01/2026,6021,Subject to Tax,,3977.07
07/01/2026,6021,Non-Taxable Sales,,25
07/01/2026,6021,3rd Party Tax Exempt,,236.89
07/01/2026,6021,Register Audit,123,
07/01/2026,6021,Sales Tax,,377.79
07/01/2026,6021,In-Store Credit Card,2484.41,
07/01/2026,6021,Online Credit card,952.68,
07/01/2026,6021,Online Credit Card Tips,,39
07/01/2026,6021,In-Store Credit Card Tips,,159.5
07/01/2026,6021,Gift Card,84.2,
07/01/2026,6021,3rd Party - DoorDash,919.89,
07/01/2026,6021,3rd Party - GrubHub,14.38,
07/01/2026,6021,3rd Party - UberEats,236.89,
07/01/2026,6021,Cash Over/Short Adjustment,,0.2
07/01/2026,6032,Subject to Tax,,4414.59
07/01/2026,6032,Non-Taxable Sales,,11.5
07/01/2026,6032,3rd Party Tax Exempt,,399.61
07/01/2026,6032,Tax Exempt,,1534.3
07/01/2026,6032,Sales Tax,,264.82
07/01/2026,6032,In-Store Credit Card,4156.22,
07/01/2026,6032,Online Credit card,1333.07,
07/01/2026,6032,Online Credit Card Tips,,38.36
07/01/2026,6032,In-Store Credit Card Tips,,165.77
07/01/2026,6032,3rd Party - DoorDash,697.5,
07/01/2026,6032,3rd Party - GrubHub,46.17,
07/01/2026,6032,3rd Party - UberEats,399.61,
07/01/2026,6032,Payin,,13
07/01/2026,6032,Cash Over/Short Adjustment,0.38,
07/01/2026,6032,Register Audit Adjustment,209,
07/01/2026,6037,Subject to Tax,,4303.14
07/01/2026,6037,Non-Taxable Sales,,11.5
07/01/2026,6037,Register Audit,229,
07/01/2026,6037,Sales Tax,,473.41
07/01/2026,6037,In-Store Credit Card,2570.61,
07/01/2026,6037,Online Credit card,1992,
07/01/2026,6037,Online Credit Card Tips,,80.13
07/01/2026,6037,In-Store Credit Card Tips,,184.26
07/01/2026,6037,Gift Card,37.46,
07/01/2026,6037,3rd Party - UberEats,224.31,
07/01/2026,6037,Cash Over/Short Adjustment,,0.94
07/01/2026,6039,Subject to Tax,,3706.68
07/01/2026,6039,Non-Taxable Sales,,10.5
07/01/2026,6039,3rd Party Tax Exempt,,332.21
07/01/2026,6039,Sales Tax,,222.36
07/01/2026,6039,In-Store Credit Card,2466.14,
07/01/2026,6039,Payout,40.57,
07/01/2026,6039,Online Credit card,839.17,
07/01/2026,6039,Online Credit Card Tips,,28.9
07/01/2026,6039,In-Store Credit Card Tips,,159.13
07/01/2026,6039,Gift Card,25,
07/01/2026,6039,3rd Party - DoorDash,515.93,
07/01/2026,6039,3rd Party - UberEats,332.21,
07/01/2026,6039,Cash Over/Short Adjustment,0.76,
07/01/2026,6039,Register Audit Adjustment,240,
07/01/2026,6044,Subject to Tax,,5660.13
07/01/2026,6044,Non-Taxable Sales,,37
07/01/2026,6044,3rd Party Tax Exempt,,102.97
07/01/2026,6044,Tax Exempt,,71.7
07/01/2026,6044,Sales Tax,,639.56
07/01/2026,6044,In-Store Credit Card,2827.66,
07/01/2026,6044,Online Credit card,1915.12,
07/01/2026,6044,Online Gift Card,1.79,
07/01/2026,6044,Online Credit Card Tips,,49.48
07/01/2026,6044,In-Store Credit Card Tips,,126.64
07/01/2026,6044,Online Gift Card Tips,,1.79
07/01/2026,6044,Gift Card,74.63,
07/01/2026,6044,3rd Party - DoorDash,1013.93,
07/01/2026,6044,3rd Party - UberEats,102.97,
07/01/2026,6044,Cash Over/Short Adjustment,0.17,
07/01/2026,6044,Register Audit Adjustment,753,
07/01/2026,6065,Subject to Tax,,3757.32
07/01/2026,6065,Non-Taxable Sales,,15
07/01/2026,6065,3rd Party Tax Exempt,,154.54
07/01/2026,6065,Sales Tax,,375.88
07/01/2026,6065,In-Store Credit Card,2099.8,
07/01/2026,6065,Payout,22,
07/01/2026,6065,Online Credit card,1556.81,
07/01/2026,6065,Online Gift Card,13.86,
07/01/2026,6065,Online Credit Card Tips,,52
07/01/2026,6065,In-Store Credit Card Tips,,124.16
07/01/2026,6065,Gift Card,15.04,
07/01/2026,6065,3rd Party - DoorDash,276.67,
07/01/2026,6065,3rd Party - GrubHub,112.52,
07/01/2026,6065,3rd Party - UberEats,154.54,
07/01/2026,6065,Cash Over/Short Adjustment,0.66,
07/01/2026,6065,Register Audit Adjustment,227,
07/01/2026,6067,Subject to Tax,,4303.55
07/01/2026,6067,Non-Taxable Sales,,10
07/01/2026,6067,3rd Party Tax Exempt,,68.54
07/01/2026,6067,Sales Tax,,486.3
07/01/2026,6067,In-Store Credit Card,2699.31,
07/01/2026,6067,Online Credit card,1586.32,
07/01/2026,6067,Online Gift Card,23.1,
07/01/2026,6067,Online Credit Card Tips,,55
07/01/2026,6067,In-Store Credit Card Tips,,165.71
07/01/2026,6067,Gift Card,92.72,
07/01/2026,6067,3rd Party - DoorDash,348.58,
07/01/2026,6067,3rd Party - UberEats,68.54,
07/01/2026,6067,Cash Over/Short Adjustment,0.53,
07/01/2026,6067,Register Audit Adjustment,270,
07/01/2026,6072,Subject to Tax,,7118.43
07/01/2026,6072,Non-Taxable Sales,,44
07/01/2026,6072,3rd Party Tax Exempt,,119.18
07/01/2026,6072,Register Audit,631,
07/01/2026,6072,Sales Tax,,840.03
07/01/2026,6072,In-Store Credit Card,2801.51,
07/01/2026,6072,Payout,11.89,
07/01/2026,6072,Online Credit card,3343.17,
07/01/2026,6072,Online Credit Card Tips,,133
07/01/2026,6072,In-Store Credit Card Tips,,130.26
07/01/2026,6072,Gift Card,20.31,
07/01/2026,6072,Gift Card Sold,,50
07/01/2026,6072,3rd Party - DoorDash,1483.53,
07/01/2026,6072,3rd Party - GrubHub,24.42,
07/01/2026,6072,3rd Party - UberEats,119.18,
07/01/2026,6072,Cash Over/Short Adjustment,,0.1
07/01/2026,6074,Subject to Tax,,3349.44
07/01/2026,6074,Non-Taxable Sales,,5
07/01/2026,6074,3rd Party Tax Exempt,,275.49
07/01/2026,6074,Sales Tax,,301.43
07/01/2026,6074,In-Store Credit Card,2285.17,
07/01/2026,6074,Online Credit card,1286.52,
07/01/2026,6074,Online Credit Card Tips,,42.53
07/01/2026,6074,In-Store Credit Card Tips,,141.3
07/01/2026,6074,Gift Card,19.84,
07/01/2026,6074,3rd Party - GrubHub,75.16,
07/01/2026,6074,3rd Party - UberEats,275.49,
07/01/2026,6074,Cash Over/Short Adjustment,0.01,
07/01/2026,6074,Register Audit Adjustment,173,
07/01/2026,6076,Subject to Tax,,3575.71
07/01/2026,6076,Non-Taxable Sales,,27.5
07/01/2026,6076,3rd Party Tax Exempt,,236.8
07/01/2026,6076,Sales Tax,,321.78
07/01/2026,6076,In-Store Credit Card,1748.88,
07/01/2026,6076,Online Credit card,1567.3,
07/01/2026,6076,Online Gift Card,25.18,
07/01/2026,6076,Online Credit Card Tips,,46
07/01/2026,6076,In-Store Credit Card Tips,,94.35
07/01/2026,6076,Online Gift Card Tips,,3
07/01/2026,6076,Gift Card,11.66,
07/01/2026,6076,3rd Party - DoorDash,506.74,
07/01/2026,6076,3rd Party - GrubHub,30.48,
07/01/2026,6076,3rd Party - UberEats,236.8,
07/01/2026,6076,Cash Over/Short Adjustment,0.1,
